yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, induced, locality
2019-01-30, 11:53:15.9, 52.015, -2.861, 8.3, 1.0, 4, 0.2, , , KINGSTONE,HEREFORDSHIRE
2019-02-03, 05:22:19.3, 58.078, -5.133, 8.8, 0.8, 5, 0.2, , , ELPHIN,HIGHLAND
2019-02-05, 21:27:07.1, 56.168, -3.876, 7.5, 0.9, 8, 0.2, , , BLAIRLOGIE,STIRLING
2019-02-08, 11:14:39.9, 59.297, -1.130, 22.2, 1.7, 5, 0.1, , , NORTHERN NORTH SEA
2019-02-10, 17:10:09.9, 51.163, -0.248, 2.5, 0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-11, 13:23:36.0, 56.364, -5.484, 4.3, 1.1, 5, 0.2, , , OBAN,ARGYLL & BUTE
2019-02-14, 07:43:33.0, 51.163, -0.250, 2.4, 2.4, 10, 0.1, 4 , , NEWDIGATE,SURREY
2019-02-14, 08:02:53.3, 51.163, -0.252, 2.4, 0.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-14, 11:50:07.6, 51.162, -0.249, 2.4, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-16, 06:58:46.0, 51.178, -0.255, 2.0, 0.0, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-16, 15:45:59.8, 51.157, -0.247, 2.3, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-18, 01:13:32.2, 62.371, 2.297, 10.0, 2.4, 6, 0.4, , , NORWEGIAN SEA
2019-02-18, 13:16:19.8, 51.162, -0.250, 2.3, -0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-19, 02:38:51.7, 51.172, -0.269, 2.6, -1.1, 3, 0.0, , , NEWDIGATE,SURREY
2019-02-19, 17:03:57.0, 51.163, -0.247, 2.4, 2.0, 5, 0.1, 3 , , NEWDIGATE,SURREY
2019-02-20, 17:27:36.3, 51.163, -0.248, 2.5, 0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-22, 10:46:58.9, 56.559, -5.790, 8.1, 1.2, 6, 0.5, , , MORVERN,HIGHLAND
2019-02-23, 04:43:09.7, 51.160, -0.266, 2.0, -0.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-24, 21:50:59.8, 51.157, -0.246, 2.0, -1.0, 3, 0.0, , , NEWDIGATE,SURREY
2019-02-25, 05:47:33.0, 51.765, -3.828, 7.7, 0.8, 6, 0.2, , , CWMLLYNFELL,NPT
2019-02-25, 16:57:06.5, 54.251, -2.334, 3.5, 1.7, 15, 0.4, , , COWGILL,CUMBRIA
2019-02-26, 13:27:55.5, 51.161, -0.255, 2.0, -0.6, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 03:42:21.3, 51.164, -0.246, 2.4, 3.1, 12, 0.1, 5 , , NEWDIGATE,SURREY
2019-02-27, 03:43:38.7, 51.164, -0.249, 2.5, -0.5, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 03:43:40.5, 51.162, -0.253, 2.3, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 03:51:31.8, 51.164, -0.243, 2.1, -0.6, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 03:56:15.8, 51.162, -0.251, 2.1, -1.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 03:58:23.5, 51.160, -0.253, 2.0, -1.2, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 03:59:30.5, 51.162, -0.249, 2.0, -1.0, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 04:11:32.6, 51.160, -0.248, 2.0, -1.3, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 04:46:52.2, 51.160, -0.243, 2.2, -0.5, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 04:50:42.0, 51.161, -0.255, 2.0, -1.1, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 04:56:26.3, 51.159, -0.239, 2.2, -1.1, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 05:17:39.2, 51.162, -0.248, 2.0, -0.7, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 06:07:31.4, 51.164, -0.255, 2.3, -1.2, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 07:25:54.1, 51.161, -0.252, 2.3, -0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 08:24:12.8, 51.162, -0.249, 2.0, -0.8, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 09:15:35.9, 51.163, -0.245, 2.0, -0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 09:43:16.0, 51.164, -0.242, 2.5, -0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 12:35:22.1, 51.163, -0.245, 2.1, 0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 13:05:33.1, 51.163, -0.241, 2.3, 0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 13:05:46.0, 51.164, -0.242, 2.3, -0.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 13:06:41.6, 51.158, -0.235, 2.3, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 13:47:39.2, 51.164, -0.253, 2.3, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-27, 15:45:52.6, 51.162, -0.250, 2.0, -0.7, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 16:04:34.2, 51.163, -0.241, 2.3, -0.5, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 16:06:05.3, 51.161, -0.249, 2.1, -0.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-27, 19:00:17.5, 51.164, -0.241, 2.3, -0.8, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 01:23:15.0, 51.161, -0.251, 2.1, -1.4, 4, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 03:16:43.9, 51.165, -0.244, 2.6, -0.9, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 04:26:10.6, 51.160, -0.243, 2.4, -0.8, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 04:48:50.1, 51.162, -0.251, 2.1, -0.7, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 05:37:53.3, 51.161, -0.243, 2.4, -0.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 05:39:37.0, 51.161, -0.244, 2.3, -0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 07:07:49.3, 51.161, -0.245, 2.3, -0.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 09:33:28.7, 51.163, -0.261, 2.3, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-28, 11:15:48.4, 51.160, -0.264, 2.3, 0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 13:02:11.6, 51.159, -0.237, 2.1, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-02-28, 16:52:06.5, 51.160, -0.245, 2.2, 0.5, 5, 0.1, , , NEWDIGATE,SURREY
2019-02-28, 16:51:59.0, 51.160, -0.244, 2.3, -0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-01, 00:00:00.1, 51.162, -0.252, 2.0, -1.0, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-01, 19:26:29.8, 51.159, -0.238, 2.0, -1.0, 4, 0.0, , , NEWDIGATE,SURREY
2019-03-02, 09:50:26.9, 51.162, -0.252, 2.0, -0.5, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-02, 18:48:17.8, 54.475, -3.020, 2.7, 0.3, 5, 0.1, , , GRASMERE,CUMBRIA
2019-03-03, 02:33:18.4, 51.164, -0.244, 2.1, 0.6, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-03, 04:48:13.9, 51.163, -0.247, 2.1, -0.6, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-03, 22:31:33.1, 51.163, -0.252, 2.0, -0.5, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-04, 14:18:05.6, 51.164, -0.247, 2.3, -0.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-05, 11:04:30.4, 51.163, -0.251, 2.1, -0.6, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-05, 12:16:45.0, 51.162, -0.251, 2.0, -0.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-05, 19:03:08.7, 51.163, -0.244, 2.0, -1.1, 4, 0.1, , , NEWDIGATE,SURREY
2019-03-06, 18:18:55.7, 51.159, -0.239, 2.0, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-03-07, 05:53:38.1, 51.163, -0.247, 2.2, -0.8, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-07, 07:17:06.8, 51.162, -0.250, 2.3, -0.6, 4, 0.1, , , NEWDIGATE,SURREY
2019-03-08, 02:40:30.4, 51.165, -0.241, 2.1, -0.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-08, 02:39:41.2, 51.164, -0.242, 2.3, 0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-08, 03:01:42.3, 51.161, -0.255, 2.0, -0.8, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-08, 04:27:12.6, 51.163, -0.247, 2.2, -1.2, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-09, 11:25:42.2, 51.167, -0.270, 2.5, -0.7, 4, 0.1, , , NEWDIGATE,SURREY
2019-03-10, 06:51:21.1, 51.162, -0.254, 2.0, -0.3, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-13, 18:59:44.9, 50.407, -4.641, 6.2, 0.8, 4, 0.4, , , LOSTWITHIEL,CORNWALL
2019-03-14, 01:00:57.8, 51.163, -0.250, 2.1, 0.0, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-14, 14:30:59.7, 52.085, -2.898, 23.4, 2.4, 12, 0.3, 5 , , BOLIVIA
2019-03-15, 05:39:47.8, 53.659, -2.206, 11.2, 1.0, 4, 0.0, , , WHITWORTH,LANCASHIRE
2019-03-16, 10:11:31.9, 55.794, -6.353, 7.5, 1.8, 6, 0.4, 2 , , ISLAY,ARGYLL & BUTE
2019-03-16, 10:47:23.9, 55.802, -6.390, 6.2, 1.1, 5, 0.7, , , ISLAY,ARGYLL & BUTE
2019-03-16, 18:42:48.2, 51.163, -0.251, 2.1, -0.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-17, 01:53:45.8, 51.163, -0.248, 2.1, -1.1, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-17, 11:46:43.8, 55.788, -6.435, 7.5, 1.0, 4, 0.5, , , ISLAY,ARGYLL & BUTE
2019-03-21, 02:40:08.8, 51.162, -0.252, 2.0, -1.4, 4, 0.1, , , NEWDIGATE,SURREY
2019-03-21, 13:08:46.8, 51.162, -0.246, 2.1, -0.6, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-22, 12:51:25.5, 55.786, -6.368, 7.5, 0.8, 4, 0.4, , , ISLAY,ARGYLL & BUTE
2019-03-22, 14:02:45.0, 51.164, -0.241, 2.2, -0.4, 5, 0.1, , , NEWDIGATE,SURREY
2019-03-25, 15:42:09.6, 57.547, -6.254, 6.9, 0.9, 5, 0.2, , , SKYE,HIGHLAND
2019-03-26, 05:52:57.3, 55.330, -5.290, 7.7, 1.7, 14, 0.4, , , FIRTH OF CLYDE
2019-03-26, 23:04:40.7, 51.161, -0.237, 2.1, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-03-27, 10:05:13.5, 51.782, -3.227, 7.5, 0.9, 8, 0.2, , , EBBW VALE,BLAENAU GWENT
2019-03-28, 21:07:52.8, 51.159, -0.241, 2.1, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-03-28, 22:31:57.9, 54.244, -0.258, 1.0, 1.7, 19, 0.3, , , FILEY,NORTH YORKSHIRE
2019-03-30, 05:03:46.3, 53.684, 1.139, 9.2, 2.4, 18, 0.4, , , SOUTHERN NORTH SEA
2019-03-30, 07:20:47.0, 51.159, -0.239, 2.1, -0.4, 4, 0.0, , , NEWDIGATE,SURREY
2019-04-02, 03:24:39.4, 55.718, -3.257, 7.2, 0.3, 6, 0.2, , , EDDLESTON,BORDERS
2019-04-05, 00:58:00.5, 51.155, -0.256, 2.1, -0.9, 3, 0.0, , , NEWDIGATE,SURREY
2019-04-07, 22:58:19.4, 54.529, -8.609, 10.0, 2.2, 7, 0.4, 3 , , COUNTY DONEGAL,IRELAND
2019-04-07, 23:41:05.7, 56.865, -4.830, 11.3, 0.8, 5, 0.2, , , ROYBRIDGE,HIGHLAND
2019-04-08, 01:49:27.3, 52.844, -2.598, 3.7, 2.5, 17, 0.4, 3 , , HODNET,SHROPSHIRE
2019-04-09, 19:23:10.4, 56.139, -3.862, 8.5, 1.4, 11, 0.4, 2 , , BLAIRLOGIE,STIRLING
2019-04-11, 00:18:34.2, 51.160, -0.242, 2.5, 0.7, 5, 0.0, , , NEWDIGATE,SURREY
2019-04-11, 01:20:03.8, 51.158, -0.246, 2.3, -1.1, 5, 0.0, , , NEWDIGATE,SURREY
2019-04-12, 01:05:04.4, 54.574, -1.198, 5.9, 1.0, 4, 0.1, , , MIDDLESBROUGH,N YORKS
2019-04-12, 13:13:12.0, 57.133, -5.492, 6.7, 1.1, 5, 0.2, , , ARNISDALE,HIGHLAND
2019-04-13, 11:20:47.0, 54.252, -3.382, 6.6, 2.2, 24, 0.4, 3 , , BOOTLE,CUMBRIA
2019-04-13, 18:40:45.2, 51.160, -0.243, 2.1, -0.8, 5, 0.0, , , NEWDIGATE,SURREY
2019-04-15, 12:25:26.7, 51.158, -0.241, 2.3, -0.4, 4, 0.0, , , NEWDIGATE,SURREY
2019-04-15, 23:54:50.9, 51.160, -0.237, 2.1, -0.3, 5, 0.0, , , NEWDIGATE,SURREY
2019-04-16, 01:17:41.7, 51.156, -0.253, 2.1, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-04-21, 23:58:50.8, 51.881, -4.698, 6.4, 1.1, 10, 0.3, , , LLANBOIDY,CARMARTHS
2019-04-22, 17:16:55.5, 51.160, -0.240, 2.3, 0.4, 5, 0.0, , , NEWDIGATE,SURREY
2019-04-22, 18:46:34.2, 56.616, -6.199, 3.4, 0.9, 5, 0.2, , , MULL,ARGYLL & BUTE
2019-04-25, 10:15:15.8, 51.080, -3.014, 6.0, 1.5, 7, 0.2, , , NORTH NEWTON,SOMERSET
2019-04-25, 22:17:48.5, 50.985, -4.149, 5.1, 0.6, 5, 0.1, , , BIDEFORD,DEVON
2019-04-29, 05:26:07.5, 53.797, -1.388, 4.3, 1.0, 16, 0.2, , , GARFORTH,WEST YORKSHIRE
2019-04-29, 20:18:24.6, 54.588, -7.968, 16.5, 1.8, 11, 0.3, 3 , , COUNTY DONEGAL,IRELAND
2019-04-30, 18:22:58.2, 51.160, -0.244, 2.0, -0.6, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-02, 11:39:10.6, 57.026, -5.822, 6.8, 1.0, 5, 0.4, , , MALLAIG,HIGHLAND
2019-05-03, 05:14:24.4, 51.159, -0.244, 2.0, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-04, 00:19:19.5, 51.160, -0.242, 2.4, 2.5, 13, 0.0, 4 , , NEWDIGATE,SURREY
2019-05-04, 00:46:29.2, 51.160, -0.241, 2.3, -1.2, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-04, 02:03:07.9, 51.159, -0.245, 2.1, 0.2, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-04, 17:59:21.2, 51.160, -0.242, 2.1, -0.6, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-04, 20:21:22.1, 51.157, -0.247, 2.2, -0.7, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-04, 23:20:45.8, 51.159, -0.247, 2.3, -0.6, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-05, 02:11:19.4, 51.159, -0.245, 2.1, -0.5, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-06, 00:35:28.3, 57.424, -5.429, 4.4, 0.5, 4, 0.3, , , STRATHCARRON,HIGHLAND
2019-05-06, 02:55:35.6, 51.160, -0.238, 2.2, -0.1, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-06, 03:01:11.1, 51.161, -0.237, 2.1, -0.8, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-06, 10:19:22.9, 51.158, -0.251, 2.2, 0.9, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-07, 02:04:58.5, 51.160, -0.241, 2.0, -0.7, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-07, 04:05:35.5, 51.160, -0.241, 2.1, -0.4, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-07, 04:21:13.6, 51.161, -0.237, 2.0, -0.9, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-09, 09:46:43.0, 51.159, -0.244, 2.1, 0.5, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-09, 12:41:50.6, 53.153, -4.085, 17.8, 0.3, 4, 0.0, , , BETHESDA,GWYNEDD
2019-05-10, 12:10:36.5, 51.158, -0.244, 2.3, -0.4, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-10, 12:49:42.5, 51.167, -0.213, 2.1, -0.2, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-11, 05:05:00.9, 51.160, -0.240, 2.3, 0.0, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-11, 05:05:37.5, 51.161, -0.241, 2.0, 0.5, 5, 0.0, , , NEWDIGATE,SURREY
2019-05-11, 05:53:09.5, 57.399, -5.496, 6.2, 0.2, 5, 0.9, , , STRATHCARRON,HIGHLAND
2019-05-11, 05:52:10.8, 57.426, -5.415, 4.1, 0.5, 5, 0.2, , , STRATHCARRON,HIGHLAND
2019-05-11, 18:09:59.4, 54.085, -2.784, 2.5, 0.5, 6, 0.3, , , HALTON,LANCASHIRE
2019-05-12, 16:42:50.9, 58.595, -3.893, 5.7, 1.3, 4, 0.2, , , MELVICH,HIGHLAND
2019-05-13, 04:19:36.1, 57.421, -5.420, 5.4, 0.7, 5, 0.3, , , STRATHCARRON,HIGHLAND
2019-05-14, 02:36:45.7, 56.116, -6.542, 2.6, 0.9, 5, 0.4, , , COLONSAY,ARGYLL & BUTE
2019-05-14, 15:37:32.4, 49.039, -2.114, 9.0, 2.4, 5, 0.0, 3 , , JERSEY,CHANNEL ISLANDS
2019-05-17, 02:56:50.6, 52.584, -1.022, 2.5, 1.6, 9, 0.4, , , GREAT GLEN,LEICS
2019-05-17, 04:48:01.1, 51.160, -0.237, 2.1, 0.5, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-18, 15:30:44.8, 56.999, -3.936, 7.7, 1.4, 8, 0.3, , , KINGUSSIE,HIGHLAND
2019-05-19, 16:56:43.4, 51.160, -0.240, 2.0, -0.8, 4, 0.0, , , NEWDIGATE,SURREY
2019-05-20, 08:47:48.3, 56.851, -6.267, 8.1, 1.4, 6, 0.2, , , MUCK,HIGHLAND
2019-05-21, 10:30:23.0, 51.158, -0.240, 2.3, -0.3, 3, 0.0, , , NEWDIGATE,SURREY
2019-05-23, 23:23:03.6, 51.159, -0.237, 2.0, -0.8, 3, 0.0, , , NEWDIGATE,SURREY
2019-05-28, 12:57:05.1, 54.292, -0.097, 13.1, 1.8, 17, 0.2, , , FILEY,NORTH YORKSHIRE
2019-05-28, 22:21:30.5, 51.159, -0.234, 2.2, -1.0, 3, 0.0, , , NEWDIGATE,SURREY
2019-05-30, 01:21:28.8, 51.951, -2.925, 14.1, 1.2, 7, 0.2, , , PONTRILAS,HEREFORDSHIRE
2019-05-30, 01:21:50.5, 51.947, -2.937, 15.5, 1.4, 6, 0.2, , , PONTRILAS,HEREFORDSHIRE
2019-06-01, 01:14:40.1, 53.999, -2.739, 2.5, 0.6, 8, 0.3, , , ELLEL,LANCASHIRE
2019-06-01, 08:56:50.1, 56.117, -6.554, 5.3, 1.0, 6, 0.1, , , COLONSAY,ARGYLL & BUTE
2019-06-03, 22:26:02.7, 51.156, -0.237, 2.3, -1.2, 3, 0.0, , , NEWDIGATE,SURREY
2019-06-04, 23:39:40.6, 53.533, -1.221, 12.2, 1.2, 12, 0.3, , , DONCASTER,S YORKSHIRE
2019-06-05, 08:00:33.9, 55.794, -3.158, 5.1, 0.8, 7, 0.2, , , PENICUIK,MIDLOTHIAN
2019-06-08, 06:11:53.8, 56.083, -3.942, 7.2, 1.6, 12, 0.4, , , BANNOCKBURN,STIRLING
2019-06-08, 20:41:49.8, 56.079, -3.954, 8.1, 0.4, 5, 0.2, , , BANNOCKBURN,STIRLING
2019-06-09, 02:43:18.2, 51.160, -0.238, 2.3, -0.7, 5, 0.0, , , NEWDIGATE,SURREY
2019-06-09, 23:00:14.8, 51.128, -0.290, 3.6, -0.1, 4, 0.1, , , NEWDIGATE,SURREY
2019-06-10, 21:21:38.9, 50.187, -4.868, 2.6, 0.7, 4, 0.3, , , PORTLOE,CORNWALL
2019-06-18, 10:05:44.1, 51.160, -0.243, 2.1, -0.4, 5, 0.0, , , NEWDIGATE,SURREY
2019-06-18, 11:20:26.5, 54.682, -2.540, 8.3, 0.9, 9, 0.4, , , MILBURN,CUMBRIA
2019-06-18, 19:53:12.9, 53.289, -4.911, 10.4, 1.7, 12, 0.2, , , IRISH SEA
2019-06-21, 23:33:05.8, 53.425, -3.241, 7.5, 0.6, 9, 0.3, , , IRISH SEA
2019-06-22, 14:51:56.7, 55.506, -1.278, 10.0, 1.8, 6, 0.4, , , CENTRAL NORTH SEA
2019-06-25, 05:21:07.4, 56.292, -5.093, 7.7, 0.8, 3, 0.2, , , INVERARAY,ARGYLL & BUTE
2019-06-28, 13:48:09.0, 51.157, -0.254, 2.5, -0.1, 4, 0.0, , , NEWDIGATE,SURREY
2019-06-30, 23:22:34.5, 59.268, 1.493, 13.9, 2.7, 15, 0.4, , , NORTHERN NORTH SEA
2019-07-01, 00:17:44.6, 57.623, -5.459, 2.5, 0.6, 6, 0.5, , , TALLADALE,HIGHLAND
2019-07-01, 22:16:11.2, 56.369, -5.128, 7.0, 1.8, 13, 0.4, 3 , , KILCHRENAN,ARGYLL/BUTE
2019-07-02, 04:06:39.1, 51.014, -2.947, 7.5, 1.0, 8, 0.3, , , NORTH CURRY,SOMERSET
2019-07-04, 01:19:21.7, 56.133, -4.197, 7.7, 0.5, 6, 0.3, , , KIPPEN,STIRLING
2019-07-04, 07:29:57.6, 52.194, -3.013, 12.1, 1.5, 10, 0.1, , , KINGTON,HEREFORDSHIRE
2019-07-06, 01:03:20.4, 51.161, -0.242, 2.5, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:20.4, 51.161, -0.242, 2.5, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:20.4, 51.161, -0.242, 2.5, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:23.7, 51.161, -0.242, 2.5, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:30.1, 51.159, -0.241, 2.1, -0.8, , , , , NEWDIGATE
2019-07-06, 01:03:40.2, 51.159, -0.241, 2.2, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:40.2, 51.159, -0.241, 2.2, -0.7, , , , , NEWDIGATE
2019-07-06, 01:03:40.2, 51.159, -0.241, 2.2, -0.7, , , , , NEWDIGATE
2019-07-06, 03:57:15.4, 51.160, -0.238, 2.2, -0.3, 5, 0.0, , , NEWDIGATE,SURREY
2019-07-09, 22:52:13.3, 56.136, -4.199, 10.4, 0.6, 7, 0.4, , , KIPPEN,STIRLING
2019-07-10, 09:36:36.5, 52.194, -3.032, 13.6, 1.2, 6, 0.2, , , KINGTON,HEREFORDSHIRE
2019-07-10, 23:26:42.6, 54.589, -0.779, 1.0, 1.2, 7, 0.2, , I , BOULBY,NORTH YORKSHIRE
2019-07-11, 10:53:57.9, 54.002, -3.192, 3.3, 2.4, 22, 0.2, , , IRISH SEA
2019-07-13, 22:25:08.9, 57.429, -5.413, 3.8, 0.7, 6, 0.1, , , STRATHCARRON,HIGHLAND
2019-07-14, 03:57:42.6, 52.191, -3.035, 16.1, 0.8, 7, 0.1, , , KINGTON,HEREFORDSHIRE
2019-07-20, 22:02:26.0, 51.159, -0.250, 2.1, -0.7, 5, 0.0, , , NEWDIGATE,SURREY
2019-07-27, 00:04:10.1, 53.825, -1.684, 12.0, 1.6, 22, 0.2, , , CALVERLEY,W YORKSHIRE
2019-07-28, 20:17:49.8, 55.427, -3.496, 2.7, 1.2, 7, 0.2, , , GLENBRECK,BORDERS
2019-07-29, 03:35:25.6, 51.161, -0.240, 2.1, -0.4, 5, 0.0, , , NEWDIGATE,SURREY
2019-07-29, 05:47:44.6, 56.828, -5.406, 7.5, 0.5, 4, 0.1, , , GLENFINNAN,HIGHLAND
2019-08-05, 02:13:39.0, 51.606, -0.920, 12.3, 1.0, 6, 0.1, , , TURVILLE,BUCKS
2019-08-05, 19:55:02.3, 61.291, 4.261, 23.8, 3.0, 8, 0.2, , , NORWEGIAN SEA
2019-08-06, 02:32:00.9, 51.157, -0.239, 2.2, -0.5, 5, 0.0, , , NEWDIGATE,SURREY
2019-08-08, 00:25:00.3, 54.443, -1.946, 11.1, 1.0, 3, 0.4, , , LANGTHWAITE,N YORKSHIRE
2019-08-08, 16:52:05.4, 50.075, -5.179, 5.7, 2.3, 14, 0.3, 4 , , HELSTON,CORNWALL
2019-08-09, 04:35:02.1, 55.916, -4.010, 12.2, 0.3, 5, 0.1, , , ANNATHILL,N LANARKSHIRE
2019-08-12, 00:46:46.6, 51.160, -0.241, 2.1, -0.7, 5, 0.0, , , NEWDIGATE,SURREY
2019-08-12, 00:46:49.2, 51.160, -0.241, 2.1, -1.4, 4, 0.0, , , NEWDIGATE,SURREY
2019-08-14, 02:52:36.5, 54.233, -3.218, 8.1, 0.3, 5, 0.1, , , MILLOM,CUMBRIA
2019-08-14, 07:36:11.1, 55.839, -5.863, 7.4, 1.3, 7, 0.5, , , SOUND OF JURA
2019-08-15, 12:15:02.6, 53.787, -2.971, 2.3, -0.2, 10, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:03:44.3, 53.789, -2.971, 1.7, -0.7, 7, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:08:47.0, 53.781, -2.972, 2.7, -0.6, 10, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:09:39.5, 53.787, -2.973, 2.3, -0.4, 8, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:41:40.6, 53.786, -2.968, 2.1, -0.8, 8, 0.0, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:51:40.2, 53.787, -2.968, 2.1, -0.6, 5, 0.0, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 09:52:01.6, 53.788, -2.969, 1.8, -0.6, 6, 0.0, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 10:01:33.7, 53.790, -2.966, 1.7, -0.8, 5, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 10:05:45.2, 53.790, -2.968, 1.7, -0.7, 6, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 10:09:41.1, 53.788, -2.975, 2.2, -0.6, 7, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 10:26:51.3, 53.788, -2.972, 2.3, -0.5, 7, 0.1, , I , BLACKPOOL,LANCASHIRE
2019-08-16, 11:08:49.2, 53.788, -2.972, 2.0, -0.6, 7, 0.1, , I , BLACKPOOL,LANCASHIRE
